Player,Team,Age,Rush Att,Rush Yds,Rush TD,Fmb,Tgt,Rec,Rec Yds,Rec TD,2023 Fantasy Points
Saquon Barkley,PHI,26,247,962,6,2,60,41,280,4,200.7
